latitude,longitude,Dataset,title,thumbnail_url,artist_name,year,art_type,location_description,geom,address
34.069174,-118.218169,Robin Dunitz Slides of Los Angeles Murals,"Quetzalcoatl, Los Angeles",images/Dunitz/1779.jpeg,Mictlan,1977,,,"34.069174,-118.21816899999999","398, Avenue 20, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
33.919877,-118.22407,Robin Dunitz Slides of Los Angeles Murals,"Ethnic simplicity, Compton",images/Dunitz/1964.jpeg,Unknown,1977,,,"33.919877,-118.22407","North Alameda Street, Willowbrook, Compton, Los Angeles County, California, 90222:90262, United States"
34.063575,-118.228018,Robin Dunitz Slides of Los Angeles Murals,"Employment through the ages, Los Angeles",images/Dunitz/1762.jpeg,Goez Art Studio,1977,,,"34.063575,-118.22801799999999","299, Leroy Street, Mission Junction LA, Chinatown, Los Angeles, Los Angeles County, California, 90012, United States"
34.050588,-118.244069,Robin Dunitz Slides of Los Angeles Murals,"To protect and to serve, detail 1 of 2",images/Dunitz/43.jpeg,Noni Olabisi,1977,,,"34.050588,-118.244069","Vibiana, South Main Street, Little Tokyo, Downtown, Los Angeles, Los Angeles County, California, 90013, United States"
34.050588,-118.244069,Robin Dunitz Slides of Los Angeles Murals,"To protect and to serve, detail 2 of 2",images/Dunitz/44.jpeg,Ben Meyer,1977,,,"34.050588,-118.244069","Vibiana, South Main Street, Little Tokyo, Downtown, Los Angeles, Los Angeles County, California, 90013, United States"
34.050588,-118.244069,Robin Dunitz Slides of Los Angeles Murals,"To protect and to serve, Los Angeles",images/Dunitz/1759.jpeg,Ben Meyer,1977,,,"34.050588,-118.244069","Vibiana, South Main Street, Little Tokyo, Downtown, Los Angeles, Los Angeles County, California, 90013, United States"
34.047326,-118.296962,Robin Dunitz Slides of Los Angeles Murals,"Belvedere, the education train, Los Angeles",images/Dunitz/980.jpeg,Unknown,1977,,,"34.047326,-118.29696200000001","Pico & Kenmore, West Pico Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90006-4005, United States"
33.958774,-118.085057,Robin Dunitz Slides of Los Angeles Murals,"Neighborhood Center for SociaL Services, Santa Fe Springs",images/Dunitz/1172.jpeg,Raul Esparza,1978,,,"33.958774,-118.085057","10996, Navojoa Place, Santa Fe Springs, Los Angeles County, California, 90670, United States"
34.078998,-118.117688,Robin Dunitz Slides of Los Angeles Murals,"Spanish Mexican rider on horseback, Alhambra",images/Dunitz/1406.jpeg,Susan Hertel; Denis O'Connor Mosaics,1978,,,"34.078998,-118.11768799999999","Chase, East Valley Boulevard, Alhambra, Los Angeles County, California, 91801, United States"
34.035288,-118.160555,Robin Dunitz Slides of Los Angeles Murals,"Eight-Deer Ocelot-Claw, Mixtec Chieftain or Life of an Aztec King, East Los Angeles",images/Dunitz/1337.jpeg,Johnson & Mendenhall Daniel Mann; Anthony J. Lumsden,1978,,,"34.035288,-118.160555","East Los Angeles Courthouse, 4848, Civic Center Way, Maravilla, East Los Angeles, Los Angeles County, California, 90022, United States"
34.055717,-118.178215,Robin Dunitz Slides of Los Angeles Murals,"Ofrenda Maya, City Terrace",images/Dunitz/1336.jpeg,Goez; Robert Arenivar,1978,,,"34.055717,-118.178215","City Terrace Branch County of Los Angeles Public Library, City Terrace Drive, City Terrace, East Los Angeles, Los Angeles County, California, 90032-3813, United States"
34.040716,-118.18006,Robin Dunitz Slides of Los Angeles Murals,"Tree of knowledge (aka READ), City Terrace",images/Dunitz/1338.jpeg,Josefina Quezada; Teresa Chacon,1978,,,"34.040715999999996,-118.18006000000001","Metro 68, Cesar E Chavez Avenue, Wellington Heights, East Los Angeles, Los Angeles County, California, 90063-3422, United States"
34.040716,-118.18006,Robin Dunitz Slides of Los Angeles Murals,"Tree of knowledge (aka READ), City Terrace, detail",images/Dunitz/1339.jpeg,Josefina Quezada; Teresa Chacon,1978,,,"34.040715999999996,-118.18006000000001","Metro 68, Cesar E Chavez Avenue, Wellington Heights, East Los Angeles, Los Angeles County, California, 90063-3422, United States"
34.040716,-118.18006,Robin Dunitz Slides of Los Angeles Murals,"Tree of knowledge (aka READ), City Terrace",images/Dunitz/1976.jpeg,Josefina Quezada; Teresa Chacon,1978,,,"34.040715999999996,-118.18006000000001","Metro 68, Cesar E Chavez Avenue, Wellington Heights, East Los Angeles, Los Angeles County, California, 90063-3422, United States"
34.120758,-118.196497,Robin Dunitz Slides of Los Angeles Murals,"History of Highland Park, Los Angeles",images/Dunitz/1881.jpeg,Judith Baca; Sonya Williams; Arnold Ramirez; Joe Bravo,1978,,,"34.120758,-118.196497","1201, Avenue 56, Highland Park, Los Angeles, Los Angeles County, California, 90042, United States"
34.019832,-118.209763,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. We are not a minority, Los Angeles",images/Dunitz/1793.jpeg,Mario Torero; Rocky; El Lton; Zade; El Congreso de Artistas Cosmicos de las Americas de San Diego,1978,,,"34.019832,-118.209763","East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.246291,-118.27544,Robin Dunitz Slides of Los Angeles Murals,"Home Savings of America, Tujunga, Los Angeles",images/Dunitz/531.jpeg,Susan Hertel,1978,,,"34.246291,-118.27543999999999","Chase, 6589, Foothill Boulevard, Tujunga, Los Angeles, Los Angeles County, California, 91042, United States"
33.944541,-118.278542,Robin Dunitz Slides of Los Angeles Murals,Learning,images/Dunitz/929.jpeg,Charles Freeman,1978,,,"33.944541,-118.27854199999999","314, West 101st Street, Broadway-Manchester, Los Angeles, Los Angeles County, California, 90003, United States"
33.944541,-118.278542,Robin Dunitz Slides of Los Angeles Murals,"Learning, detail 1 of 1",images/Dunitz/930.jpeg,Charles Freeman,1978,,,"33.944541,-118.27854199999999","314, West 101st Street, Broadway-Manchester, Los Angeles, Los Angeles County, California, 90003, United States"
33.944541,-118.278542,Robin Dunitz Slides of Los Angeles Murals,"Learning, Los Angeles",images/Dunitz/1761.jpeg,Charles Freeman,1978,,,"33.944541,-118.27854199999999","314, West 101st Street, Broadway-Manchester, Los Angeles, Los Angeles County, California, 90003, United States"
34.060073,-118.279409,Robin Dunitz Slides of Los Angeles Murals,"The Holy Trinity with the virgin, Los Angeles",images/Dunitz/115.jpeg,Kent Twitchell,1978,,,"34.060072999999996,-118.27940900000002","Charles W. White Elementary School, Wilshire Boulevard, Westlake, Los Angeles, Los Angeles County, California, 90057, United States"
34.199167,-118.392019,Robin Dunitz Slides of Los Angeles Murals,"Social harmony flourishes on mutual understanding, North Hollywood, Los Angeles",images/Dunitz/559.jpeg,Julie Ruelas,1978,,,"34.199166999999996,-118.39201899999999","7158, Radford Avenue, Hewitt, Los Angeles, Los Angeles County, California, 91605, United States"
33.993669,-118.454354,Robin Dunitz Slides of Los Angeles Murals,"Nurturance, Venice, detail 1 of 2",images/Dunitz/677.jpeg,Ann Elizabeth Thiermann,1978,,,"33.993669,-118.45435400000001","2237, Brenta Place, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.993669,-118.454354,Robin Dunitz Slides of Los Angeles Murals,"Nurturance, Venice",images/Dunitz/678.jpeg,Ann Elizabeth Thiermann,1978,,,"33.993669,-118.45435400000001","2237, Brenta Place, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.993669,-118.454354,Robin Dunitz Slides of Los Angeles Murals,"Nurturance, Venice, detail 2 of 2",images/Dunitz/689.jpeg,Ann Elizabeth Thiermann,1978,,,"33.993669,-118.45435400000001","2237, Brenta Place, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.993669,-118.454354,Robin Dunitz Slides of Los Angeles Murals,"Nurturance, Venice",images/Dunitz/1920.jpeg,Ann Elizabeth Thiermann,1978,,,"33.993669,-118.45435400000001","2237, Brenta Place, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.987993,-118.473344,Robin Dunitz Slides of Los Angeles Murals,"Fall of Icarus, Venice",images/Dunitz/690.jpeg,John Wehrle,1978,,,"33.987992999999996,-118.473344","Snap Inc., 63, Market Street, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
34.040685,-118.157299,Robin Dunitz Slides of Los Angeles Murals,"Respect what you see, Boyle Heights",images/Dunitz/1340.jpeg,Bill Butler,1979,,,"34.040684999999996,-118.157299","4101, Colonia de Las Palmas, Maravilla Housing Project, East Los Angeles, Los Angeles County, California, 90022, United States"
34.040685,-118.157299,Robin Dunitz Slides of Los Angeles Murals,"Respect what you see, Boyle Heights, detail",images/Dunitz/1341.jpeg,Bill Butler,1979,,,"34.040684999999996,-118.157299","4101, Colonia de Las Palmas, Maravilla Housing Project, East Los Angeles, Los Angeles County, California, 90022, United States"
34.040685,-118.157299,Robin Dunitz Slides of Los Angeles Murals,"Respect what you see, Boyle Heights",images/Dunitz/1977.jpeg,Bill Butler,1979,,,"34.040684999999996,-118.157299","4101, Colonia de Las Palmas, Maravilla Housing Project, East Los Angeles, Los Angeles County, California, 90022, United States"
34.013245,-118.169718,Robin Dunitz Slides of Los Angeles Murals,"Homeboy crow, City of Commerce",images/Dunitz/1945.jpeg,"Charles Felix; Carlos Moreno; Tomas Sanchez; Al Urrea Puentes; Robert Urrea; Tony Nunez; Perry Rayes; Aaron Ayala; Joe Felix; ""Rocky"" C. Felix; Susie Rodriguez",1979,,,"34.013245,-118.16971799999999","1576, South McDonnell Avenue, Bandini, Commerce, Los Angeles County, California, 90040, United States"
33.77866,-118.179399,Robin Dunitz Slides of Los Angeles Murals,"Cirio's Automotive, Long Beach",images/Dunitz/1136.jpeg,Mario Falcon,1979,,,"33.778659999999995,-118.179399","Mexican To Go, Alamitos Avenue, Long Beach, Los Angeles County, California, 90806, United States"
34.087515,-118.217676,Robin Dunitz Slides of Los Angeles Murals,"Return of the Maya, Cypress Park, Los Angeles, detail 1 of 4",images/Dunitz/490.jpeg,John Valadez; Carlos Almaraz,1979,,,"34.087515,-118.217676","N Figueroa Street, Dayton Avenue, Los Angeles, Los Angeles County, California, 90031-2212, United States"
34.087515,-118.217676,Robin Dunitz Slides of Los Angeles Murals,"Return of the Maya, Cypress Park, Los Angeles, detail 2 of 4",images/Dunitz/491.jpeg,John Valadez; Carlos Almaraz,1979,,,"34.087515,-118.217676","N Figueroa Street, Dayton Avenue, Los Angeles, Los Angeles County, California, 90031-2212, United States"
34.087515,-118.217676,Robin Dunitz Slides of Los Angeles Murals,"Return of the Maya, Cypress Park, Los Angeles, detail 3 of 4",images/Dunitz/492.jpeg,John Valadez; Carlos Almaraz,1979,,,"34.087515,-118.217676","N Figueroa Street, Dayton Avenue, Los Angeles, Los Angeles County, California, 90031-2212, United States"
34.087515,-118.217676,Robin Dunitz Slides of Los Angeles Murals,"Return of the Maya, Cypress Park, Los Angeles, detail 4 of 4",images/Dunitz/493.jpeg,John Valadez; Carlos Almaraz,1979,,,"34.087515,-118.217676","N Figueroa Street, Dayton Avenue, Los Angeles, Los Angeles County, California, 90031-2212, United States"
34.087515,-118.217676,Robin Dunitz Slides of Los Angeles Murals,"Return of the Maya, Cypress Park, Los Angeles",images/Dunitz/1882.jpeg,John Valadez; Carlos Almaraz,1979,,,"34.087515,-118.217676","N Figueroa Street, Dayton Avenue, Los Angeles, Los Angeles County, California, 90031-2212, United States"
34.057068,-118.238211,Robin Dunitz Slides of Los Angeles Murals,"Father Hidalgo rang the bell of Dolores, Los Angeles",images/Dunitz/45.jpeg,Eduardo Carillo,1979,,,"34.057068,-118.238211","La Plaza Methodist Church, El Pueblo Los Angeles Plaza Historic Park, El Pueblo, Downtown, Los Angeles, Los Angeles County, California, United States"
33.787167,-118.254822,Robin Dunitz Slides of Los Angeles Murals,"Mexican revolutionaries, Los Angeles, detail 1 of 4",images/Dunitz/1130.jpeg,Eduardo Carillo,1979,,,"33.787167,-118.25482199999999","698, East L Street, Thenard, Los Angeles, Los Angeles County, California, 90744, United States"
33.787167,-118.254822,Robin Dunitz Slides of Los Angeles Murals,"Mexican revolutionaries, Los Angeles, detail 2 of 4",images/Dunitz/1131.jpeg,Eduardo Carillo,1979,,,"33.787167,-118.25482199999999","698, East L Street, Thenard, Los Angeles, Los Angeles County, California, 90744, United States"
33.787167,-118.254822,Robin Dunitz Slides of Los Angeles Murals,"Mexican revolutionaries, Los Angeles, detail 3 of 4",images/Dunitz/1132.jpeg,Eduardo Carillo,1979,,,"33.787167,-118.25482199999999","698, East L Street, Thenard, Los Angeles, Los Angeles County, California, 90744, United States"
33.787167,-118.254822,Robin Dunitz Slides of Los Angeles Murals,"Mexican revolutionaries, Los Angeles, detail 4 of 4",images/Dunitz/1133.jpeg,Eduardo Carillo,1979,,,"33.787167,-118.25482199999999","698, East L Street, Thenard, Los Angeles, Los Angeles County, California, 90744, United States"
33.787167,-118.254822,Robin Dunitz Slides of Los Angeles Murals,"Mexican revolutionaries, Los Angeles",images/Dunitz/1134.jpeg,Eduardo Carillo,1979,,,"33.787167,-118.25482199999999","698, East L Street, Thenard, Los Angeles, Los Angeles County, California, 90744, United States"
33.787167,-118.254822,Robin Dunitz Slides of Los Angeles Murals,"Mexican revolutionaries, Los Angeles",images/Dunitz/1848.jpeg,Eduardo Carillo,1979,,,"33.787167,-118.25482199999999","698, East L Street, Thenard, Los Angeles, Los Angeles County, California, 90744, United States"
34.072658,-118.274603,Robin Dunitz Slides of Los Angeles Murals,"Egyptian, Echo Park, Los Angeles",images/Dunitz/309.jpeg,Eli Goitein,1979,,,"34.072658000000004,-118.274603","Temple & Rampart, Temple Street, Westlake, Los Angeles, Los Angeles County, California, 90057, United States"
33.835649,-118.318634,Robin Dunitz Slides of Los Angeles Murals,"6 L.A. artists, Torrance",images/Dunitz/1959.jpeg,Kent Twitchell,1979,,,"33.835649,-118.318634","1282, Engracia Avenue, Torrance, Los Angeles County, California, 90501, United States"
34.002599,-118.415515,Robin Dunitz Slides of Los Angeles Murals,Moonscapes I-IV (slide II),images/Dunitz/756.jpeg,Wayne Healdy; David Botello,1979,,,"34.002599,-118.41551499999998","West Washington Boulevard, Culver City, Los Angeles County, California, 90066, United States"
34.002599,-118.415515,Robin Dunitz Slides of Los Angeles Murals,Moonscapes I-IV (slide I),images/Dunitz/757.jpeg,Wayne Healdy; David Botello,1979,,,"34.002599,-118.41551499999998","West Washington Boulevard, Culver City, Los Angeles County, California, 90066, United States"
34.002599,-118.415515,Robin Dunitz Slides of Los Angeles Murals,Moonscapes I-IV (slide III),images/Dunitz/758.jpeg,Wayne Healdy; David Botello,1979,,,"34.002599,-118.41551499999998","West Washington Boulevard, Culver City, Los Angeles County, California, 90066, United States"
34.002599,-118.415515,Robin Dunitz Slides of Los Angeles Murals,Moonscapes I-IV (slide IV),images/Dunitz/759.jpeg,Wayne Healdy; David Botello,1979,,,"34.002599,-118.41551499999998","West Washington Boulevard, Culver City, Los Angeles County, California, 90066, United States"
34.002599,-118.415515,Robin Dunitz Slides of Los Angeles Murals,"Moonscapes I-IV, Culver City",images/Dunitz/1712.jpeg,Wayne Healdy; David Botello,1979,,,"34.002599,-118.41551499999998","West Washington Boulevard, Culver City, Los Angeles County, California, 90066, United States"
33.987184,-118.473247,Robin Dunitz Slides of Los Angeles Murals,"St. Charles painting, Venice",images/Dunitz/679.jpeg,Terry Schoonhoven,1979,,,"33.987184,-118.473247","Samesun Backpacker Hostels Venice Beach, 25, Windward Avenue, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
34.044139,-118.16312,Robin Dunitz Slides of Los Angeles Murals,"The History of L.A., East Los Angeles, detail 1 of 2",images/Dunitz/1348.jpeg,Carlos Almaraz,1980,,,"34.044139,-118.16311999999999","Floral Drive, Monterey Park, Los Angeles County, California, 90063, United States"
34.044139,-118.16312,Robin Dunitz Slides of Los Angeles Murals,"The History of L.A., East Los Angeles",images/Dunitz/1351.jpeg,Carlos Almaraz,1980,,,"34.044139,-118.16311999999999","Floral Drive, Monterey Park, Los Angeles County, California, 90063, United States"
